ID,type,cost,initial quantity,quantity,node,completely matched
1,request,59.1,0.36,0.049999999999999975,2,False
8,request,60.9,0.23,0.23,9,False
10,request,64.4,1.04,0.8300000000000001,11,False
9,request,54.7,0.14,0.060000000000000005,10,False
4,request,51.4,0.48,0.21,5,False
