id,PTDF_count
F13,1
14,3
3,2
F5,1
5,2
13,4
F6,5
6,4
F9,1
10,3
F14,2
F7,1
7,2
F12,2
4,2
F4,1
F11,1
12,3
11,3
F14,1
4,3
4,2
F6,2
F6,1
10,2
F14,1
F6,1
10,2
total PTDF count,58
network counter,7
market counter,77
