ID,type,cost,initial quantity,quantity,node,completely matched
2,request,54.7,0.49,0.49,3,False
9,request,54.7,0.14,0.14,10,False
1,request,59.1,0.36,0.009999999999999974,2,False
4,request,51.4,0.48,0.48,5,False
10,request,64.4,1.04,0.26,11,False
