id,PTDF_count
11,1
14,1
2,1
9,1
13,2
3,1
6,4
4,1
7,2
10,1
F10,1
F4,3
F7,1
5,3
F3,1
F9,1
F11,1
14,2
7,2
5,3
10,2
F3,1
14,2
7,2
5,3
10,2
F3,1
total PTDF count,46
network counter,12
market counter,284
