id,PTDF_count
F6,1
F8,1
F13,1
F14,1
F10,2
12,4
3,1
10,1
6,7
7,6
1,2
13,5
4,4
F4,3
F5,1
8,4
F10,4
F10,3
6,2
6,1
total PTDF count,54
network counter,0
market counter,170
