id,PTDF_count
10,1
14,2
7,2
F12,1
1,2
6,3
F3,2
F8,1
F14,1
9,4
11,7
8,1
4,1
5,7
F7,2
F13,4
F6,2
F4,1
F5,6
12,1
3,1
F2,5
13,1
total PTDF count,58
network counter,5
market counter,19
