id,PTDF_count
F7,1
F4,1
F10,1
F9,1
F8,6
F2,1
F2,1
F13,1
F4,4
F7,1
F10,1
F9,1
F5,1
7,1
F8,4
F2,1
F13,1
F4,4
F7,1
F10,1
F9,1
F5,1
F8,4
total PTDF count,40
network counter,18
market counter,261
