id,PTDF_count
10,1
14,1
7,1
1,1
6,2
9,2
11,1
8,3
4,3
5,2
12,2
3,2
13,1
14,1
4,1
3,1
3,1
13,1
11,3
14,1
3,1
13,1
11,3
total PTDF count,36
network counter,10
market counter,0
