id,PTDF_count
10,1
14,1
7,1
1,1
6,2
9,2
11,2
8,2
4,2
5,2
12,2
3,2
13,1
14,1
3,1
3,1
13,1
10,3
14,1
3,1
13,1
10,3
total PTDF count,34
network counter,9
market counter,0
